2024-01-02,185.4034119,139.5599976
2024-01-03,184.0151978,140.3600006
2024-01-04,181.6781769,138.0399933
2024-01-05,180.9490967,137.3899994
2024-01-08,185.3235168,140.5299988
2024-01-09,184.9040527,142.5599976
2024-01-10,185.952713,143.8000031
2024-01-11,185.3534851,143.6699982
2024-01-12,185.6830597,144.2400055
2024-01-16,183.3959808,144.0800018
2024-01-17,182.4471893,142.8899994
2024-01-18,188.3896179,144.9900055
2024-01-19,191.3158722,147.9700012
2024-01-22,193.6428986,147.7100067
2024-01-23,194.9312592,148.6799927
2024-01-24,194.252121,150.3500061
2024-01-25,193.9225464,153.6399994
2024-01-26,192.1747742,153.7899933
2024-01-29,191.4856567,154.8399963
2024-01-30,187.800354,153.0500031
2024-01-31,184.1649933,141.8000031
2024-02-01,186.6218719,142.7100067
2024-02-02,185.6131592,143.5399933
2024-02-05,187.4408112,144.9299927
2024-02-06,189.0587616,145.4100037
2024-02-07,189.1686249,146.6799927
2024-02-08,188.0800171,147.2200012
2024-02-09,188.8500061,150.2200012
2024-02-12,187.1499939,148.7299957
2024-02-13,185.0399933,146.3699951
2024-02-14,184.1499939,147.1399994
2024-02-15,183.8600006,143.9400024
2024-02-16,182.3099976,141.7599945
2024-02-20,181.5599976,142.1999969
2024-02-21,182.3200073,143.8399963
2024-02-22,184.3699951,145.3200073
2024-02-23,182.5200043,145.2899933
2024-02-26,181.1600037,138.75
2024-02-27,182.6300049,140.1000061
2024-02-28,181.4199982,137.4299927
2024-02-29,180.75,139.7799988
2024-03-01,179.6600037,138.0800018
2024-03-04,175.1000061,134.1999969
2024-03-05,170.1199951,133.7799988
2024-03-06,169.1199951,132.5599976
2024-03-07,169,135.2400055
2024-03-08,170.7299957,136.2899933
2024-03-11,172.75,138.9400024
2024-03-12,173.2299957,139.6199951
2024-03-13,171.1300049,140.7700043
2024-03-14,173,144.3399963
2024-03-15,172.6199951,142.1699982
2024-03-18,173.7200012,148.4799957
2024-03-19,176.0800018,147.9199982
2024-03-20,178.6699982,149.6799927
2024-03-21,171.3699951,148.7400055
2024-03-22,172.2799988,151.7700043
2024-03-25,170.8500061,151.1499939
2024-03-26,169.7100067,151.6999969
2024-03-27,173.3099976,151.9400024
2024-03-28,171.4799957,152.2599945
2024-04-01,170.0299988,156.5
2024-04-02,168.8399963,155.8699951
2024-04-03,169.6499939,156.3699951
2024-04-04,168.8200073,151.9400024
2024-04-05,169.5800018,153.9400024
2024-04-08,168.4499969,156.1399994
